Конструкторська вулиця;866;f
Конструкторський проїзд;867;f
Конюшенний провулок;868;f
Кооперативна вулиця;869;f
Коперника вулиця;870;f
Копиленка вулиця;871;f
Корнакова провулок;872;f
Коровченківський провулок;873;f
Короленка вулиця;874;f
Коростельська вулиця;875;f
Коростенський проїзд;876;f
Коростенський в’їзд;877;f
Короткий провулок;878;f
Корсиковський провулок;879;f
Корсунська вулиця;880;f
Корчагінців вулиця;881;f
Косіора проспект;882;f
Косіора провулок;883;f
Космічна вулиця;884;f
Космонавтів вулиця;885;f
Костомарівська вулиця;886;f
Костромська вулиця;887;f
Костромський провулок;888;f
Костичева вулиця;889;f
Котельна вулиця;890;f
Котельниківська вулиця;891;f
Котельний провулок;892;f
Котласька вулиця;893;f
Котлова вулиця;894;f
Котляревського вулиця;895;f
Котляревського вулиця;896;f
Котляри вулиця;897;f
Котовського провулок;898;f
Котовського вулиця;899;f
Кохання вулиця;900;f
Кошового вулиця;901;f
Кошового провулок;902;f
Кравцова переулок;903;f
Красіна вулиця;904;f
Червона вулиця;905;f
Червона Алея вулиця;906;f
Червона Поляна вулиця;907;f
Червоноармійська вулиця;908;f
Червоноармійський в’їзд;909;f
Червонобаварська вулиця;910;f
Красноводський провулок;911;f
Червоного Льотчика вулиця;912;f
Червоного Міліціонера вулиця;913;f
Красноградська вулиця;914;f
Краснодарська вулиця;915;f
Краснодарський проїзд;916;f
Краснодарський провулок;917;f
Червонодорожній провулок;918;f
Червонопрапорна вулиця;919;f
Червонозірська вулиця;920;f
Червоної Зірки вулиця;921;f
Червономаяцька вулиця;922;f
Червоножовтнева вулиця;923;f
Червоножовтнева вулиця;924;f
Червонопартизанська вулиця;925;f
Червонопартизанський проїзд;926;f
Краснопільська вулиця;927;f
Краснопільський провулок;928;f
Красносільська вулиця;929;f
Червоностудентський в’їзд;930;f
Червоностудентський провулок;931;f
Червонофлотська вулиця;932;f
Червоношкільна набережна;933;f
Красноярська вулиця;934;f
Красноярський провулок;935;f
Червоний в’їзд;936;f
Червоний Промінь вулиця;937;f
Крейсер Аврора провулок;938;t
Крейсера Аврора вулиця;939;t
Кременівська вулиця;940;f
Кременчуцька вулиця;941;f
Селянський провулок;942;f
Кривоконівська вулиця;943;f
Кривоконівський провулок;944;f
Кривомазова провулок;945;f
Кривомазова вулиця;946;f
Криворізька вулиця;947;f
Кромська вулиця;948;f
Кронштадтська вулиця;949;f
