stop_id,stop_name,stop_lat,stop_lon
643,Zabava,49.80231,24.13598
644,Zabava,49.80231,24.13605
645,Chornovola,49.81649,24.13569
646,Sahaidachnoho,49.80877,24.13819
647,Sahaidachnoho,49.80877,24.13792
648,Kulykivska,49.823928,24.012279
649,Kulykivska,49.823926,24.012173
650,Dytiacha Zaliznytsia,49.820180,24.019248
651,Trylovskoho,49.787709,24.066098
652,Polova,49.857007,24.063676
653,Koreiska,49.855503,24.053921
654,Koreiska,49.855473,24.053913
655,Novoznesenska,49.855570,24.045306
656,Trylovskoho,49.787528,24.066442
657,Bohdanivska 192,49.84896,24.08333
658,St.Teodor sqr.,49.8469321,24.0264988
